gender,divorced,married,single,login_computer,login_mobile,login_phone,order_fashion,order_grocery,order_laptop,order_phone,order_mobile _phone,order_others,payment_cc,payment_cod,payment_cash,payment_credit,payment_debit,payment_ewallet,payment_upi,churn,tenure,city_tier,distance,hour_spend,device_registered,satisfaction_score,number_address,complain,order_lastyear,coupon_used,order_count,days_lastorder,cashback_amount
0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,14.0,3.0,4.0,5.0,2.0,1.0,15.0,0.0,1.0,0.0,126.0
0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,14.0,2.0,3.0,4.0,1.0,0.0,17.0,0.0,1.0,2.0,124.0
1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,2.0,1.0,2.0,2.0,0.0,12.0,1.0,1.0,3.0,155.0
1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,14.0,3.0,5.0,5.0,2.0,0.0,15.0,1.0,1.0,1.0,125.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,21.0,1.0,12.0,3.0,4.0,3.0,3.0,0.0,13.0,0.0,2.0,2.0,142.0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,21.0,1.0,10.0,3.0,4.0,3.0,8.0,0.0,14.0,1.0,4.0,4.543490512868683,210.0
0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,14.0,1.0,13.0,2.0,3.0,3.0,7.0,0.0,14.0,1.0,2.0,1.0,150.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,12.0,1.0,6.0,3.0,4.0,2.0,2.0,0.0,16.0,0.0,11.0,4.543490512868683,227.0
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,8.0,2.0,3.0,2.0,1.0,0.0,18.0,0.0,2.0,2.0,142.0
1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,1.0,16.0,2.0,3.0,2.0,2.0,0.0,20.0,1.0,1.0,2.0,139.0
1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,15.0,3.0,11.0,2.0,3.0,3.0,7.0,0.0,13.0,1.0,1.0,0.0,283.0
1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,23.0,1.0,14.0,3.0,3.0,2.0,5.0,0.0,18.0,1.0,1.0,0.0,124.0
0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,30.0,1.0,8.0,3.0,4.0,2.0,4.0,1.0,13.0,0.0,2.0,3.0,237.0
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,17.0,3.0,5.0,4.0,6.0,0.0,15.0,1.0,1.0,0.0,148.0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,28.0,1.0,24.0,3.0,3.0,4.0,4.0,1.0,14.0,6.0,6.0,7.0,164.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,14.0,1.0,13.0,2.0,5.0,3.0,2.0,0.0,15.0,1.0,5.0,10.0,300.0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,11.0,3.0,9.0,2.0,3.0,2.0,9.0,1.0,12.0,1.0,1.0,0.0,169.0
1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,35.0,3.0,5.0,5.0,9.0,0.0,18.0,0.0,2.0,2.0,150.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,15.0,3.0,8.0,2.0,5.0,2.0,2.0,0.0,15.0,5.0,6.0,9.0,298.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,17.0,3.0,34.0,2.0,1.0,2.0,4.0,1.0,18.0,1.0,2.0,11.0,233.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,23.0,3.0,6.0,3.0,3.0,3.0,1.0,0.0,12.0,1.0,1.0,13.0,163.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,22.0,3.0,1.0,5.0,2.0,0.0,16.0,15.0,15.0,14.0,127.0
0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,12.0,1.0,28.0,2.0,3.0,5.0,2.0,1.0,13.0,1.0,2.0,8.0,209.0
0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,3.0,14.0,2.0,4.0,2.0,1.0,0.0,19.0,2.0,2.0,2.0,123.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,18.0,3.0,17.0,2.0,3.0,2.0,4.0,0.0,13.0,1.0,1.0,1.0,277.0
0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,1.0,35.0,3.0,3.0,3.0,10.0,0.0,12.0,5.0,7.0,7.0,140.0
1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,3.0,6.0,3.0,1.0,2.0,1.0,0.0,11.0,1.0,1.0,9.0,197.0
1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,30.0,3.0,6.0,3.0,3.0,2.0,4.0,1.0,14.0,0.0,1.0,4.543490512868683,219.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,2.0,30.0,2.0,3.0,4.0,2.0,0.0,16.0,0.0,1.0,4.0,122.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,26.0,3.0,8.0,2.0,4.0,4.0,3.0,0.0,12.0,0.0,6.0,12.0,175.0
1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,21.0,2.0,3.0,3.0,8.0,0.0,14.0,0.0,1.0,0.0,148.0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,9.0,1.0,8.0,2.0,3.0,5.0,7.0,1.0,14.0,1.0,1.0,2.0,120.0
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,3.0,16.0,2.0,3.0,3.0,2.0,1.0,19.0,0.0,1.0,0.0,122.0
1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,16.0,3.0,3.0,4.0,2.0,0.0,22.0,1.0,1.0,0.0,111.0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11.0,1.0,9.0,3.0,3.0,3.0,4.0,0.0,16.0,2.0,2.0,2.0,128.0
1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,23.0,1.0,8.0,3.0,3.0,3.0,3.0,1.0,15.0,7.0,7.0,7.0,292.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,1.0,9.0,2.0,3.0,4.0,4.0,0.0,15.0,1.0,1.0,1.0,141.0
1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,13.0,3.0,32.0,3.0,3.0,5.0,2.0,0.0,14.0,5.0,7.0,5.0,184.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,6.0,3.0,4.0,3.0,2.0,0.0,13.0,1.0,1.0,3.0,120.0
1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,19.0,1.0,6.0,2.0,3.0,2.0,10.0,0.0,15.0,1.0,2.0,2.0,296.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,27.0,3.0,8.0,2.0,4.0,3.0,7.0,0.0,11.0,6.0,7.0,0.0,207.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,1.0,15.0,3.0,3.0,3.0,3.0,0.0,19.0,0.0,1.0,3.0,129.0
0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,1.0,18.0,2.0,4.0,2.0,1.0,0.0,11.0,5.0,7.0,8.0,189.0
1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,28.0,1.0,8.0,2.0,4.0,5.0,8.0,0.0,15.0,1.0,6.0,2.0,268.0
1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,16.0,3.0,31.0,3.0,4.0,2.0,6.0,0.0,13.0,1.0,2.0,0.0,234.0
0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,14.0,2.0,3.0,2.0,2.0,1.0,14.0,0.0,1.0,2.0,123.0
0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,9.0,1.0,16.0,2.0,4.0,5.0,2.0,0.0,13.0,1.0,1.0,0.0,114.0
0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,19.0,1.0,14.0,3.0,4.0,5.0,9.0,1.0,23.0,1.0,1.0,7.0,146.0
1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,14.0,1.0,14.0,2.0,3.0,3.0,10.0,1.0,12.0,1.0,2.0,7.0,125.0
1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,30.0,3.0,4.0,5.0,2.0,0.0,12.0,0.0,1.0,9.0,187.0
1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,2.0,4.0,5.0,2.0,0.0,16.0,0.0,1.0,3.0,140.0
1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,26.0,2.0,3.0,5.0,1.0,0.0,15.0,1.0,1.0,2.0,200.0
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,1.0,13.0,2.0,1.0,3.0,2.0,0.0,13.0,1.0,1.0,8.0,134.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,11.0,1.0,23.0,3.0,4.0,3.0,1.0,0.0,18.0,0.0,1.0,9.0,188.0
1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,13.0,1.0,26.0,3.0,3.0,2.0,5.0,0.0,20.0,4.0,11.0,1.0,203.0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,14.0,2.0,5.0,3.0,2.0,0.0,19.0,1.0,1.0,2.0,146.0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,28.0,1.0,8.0,3.0,3.0,4.0,4.0,0.0,18.0,1.0,1.0,4.543490512868683,210.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,16.0,2.0,3.0,3.0,4.0,0.0,13.0,1.0,1.0,7.0,137.0
1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,7.0,2.0,6.0,3.0,4.0,5.0,10.0,0.0,14.0,2.0,3.0,6.0,205.0
1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,1.0,11.0,2.0,4.0,2.0,5.0,0.0,15.0,0.0,1.0,2.0,171.0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,10.0,2.0,3.0,5.0,1.0,1.0,22.0,3.0,4.0,7.0,196.0
0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,35.0,2.0,4.0,3.0,2.0,0.0,22.0,3.0,3.0,8.0,145.0
1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,1.0,21.0,2.0,3.0,3.0,2.0,0.0,16.0,2.0,2.0,2.0,122.0
1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,1.0,9.0,2.0,3.0,2.0,1.0,0.0,17.0,1.0,1.0,4.0,178.0
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0,3.0,16.0,2.0,4.0,2.0,3.0,1.0,14.0,0.0,1.0,0.0,167.0
1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,10.0,2.0,3.0,2.0,2.0,1.0,15.0,5.0,5.0,6.0,137.0
1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,14.0,2.0,3.0,3.0,2.0,0.0,20.0,1.0,1.0,0.0,124.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,1.0,31.0,2.0,4.0,4.0,5.0,1.0,20.0,0.0,2.0,2.0,123.0
1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,15.0,1.0,8.0,2.0,3.0,5.0,1.0,0.0,17.0,1.0,13.0,7.0,277.0
1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,14.0,2.0,4.0,4.0,2.0,0.0,15.0,0.0,1.0,0.0,126.0
1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,13.0,3.0,6.0,2.0,3.0,3.0,4.0,1.0,14.0,0.0,1.0,0.0,147.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,3.0,13.0,1.0,3.0,4.0,1.0,0.0,17.0,1.0,1.0,2.0,143.0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,1.0,9.0,3.0,4.0,2.0,4.0,0.0,17.0,1.0,1.0,0.0,130.0
1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,21.0,1.0,6.0,2.0,1.0,2.0,3.0,0.0,22.0,1.0,2.0,1.0,269.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,18.0,3.0,15.0,3.0,4.0,3.0,2.0,0.0,13.0,0.0,4.0,12.0,156.0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,25.0,1.0,13.0,2.0,3.0,4.0,8.0,0.0,19.0,3.0,4.0,0.0,204.0
1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,11.0,3.0,16.0,3.0,4.0,3.0,1.0,1.0,14.0,2.0,2.0,7.0,187.0
0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,14.0,3.0,3.0,2.0,5.0,0.0,22.0,0.0,1.0,7.0,125.0
0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,9.0,3.0,3.0,4.0,1.0,0.0,17.0,0.0,1.0,7.0,177.0
1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,19.0,3.0,9.0,2.0,3.0,3.0,4.0,0.0,12.0,1.0,4.0,9.0,275.0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,11.0,3.0,8.0,2.0,3.0,4.0,8.0,0.0,16.0,1.0,1.0,0.0,174.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,16.0,1.0,33.0,2.0,3.0,5.0,9.0,0.0,11.0,0.0,1.0,1.0,208.0
1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,8.0,2.0,3.0,2.0,8.0,0.0,11.0,7.0,11.0,4.543490512868683,222.0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,13.0,1.0,20.0,2.0,4.0,3.0,2.0,0.0,15.0,4.0,4.0,9.0,296.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,6.0,3.0,4.0,4.0,2.0,1.0,11.0,0.0,2.0,2.0,121.0
1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,12.0,1.0,15.0,3.0,3.0,4.0,21.0,0.0,15.0,1.0,1.0,3.0,168.0
1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,1.0,24.0,3.0,3.0,2.0,3.0,0.0,20.0,1.0,1.0,9.0,178.0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,3.0,26.0,3.0,1.0,2.0,1.0,0.0,12.0,1.0,2.0,2.0,128.0
1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,8.0,3.0,4.0,4.0,1.0,0.0,17.0,0.0,1.0,4.0,132.0
1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,3.0,17.0,2.0,3.0,2.0,2.0,0.0,11.0,0.0,1.0,2.0,150.0
1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,3.0,14.0,2.0,4.0,4.0,7.0,0.0,17.0,1.0,2.0,4.543490512868683,231.0
1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,1.0,8.0,3.0,3.0,3.0,3.0,0.0,11.0,1.0,1.0,2.0,140.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,16.0,3.0,3.0,4.0,1.0,0.0,14.0,1.0,1.0,1.0,133.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,15.0,1.0,35.0,2.0,5.0,2.0,5.0,0.0,19.0,1.0,1.0,0.0,143.0
1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,14.0,3.0,4.0,2.0,2.0,1.0,13.0,0.0,1.0,2.0,151.0
1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11.0,2.0,6.0,3.0,1.0,3.0,2.0,0.0,13.0,1.0,5.0,0.0,128.0
1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,1.0,12.0,3.0,4.0,3.0,2.0,1.0,14.0,1.0,1.0,2.0,127.0
1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,1.0,14.0,3.0,3.0,3.0,2.0,0.0,12.0,0.0,1.0,0.0,119.0
0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,15.0,3.0,3.0,5.0,1.0,1.0,17.0,0.0,1.0,3.0,182.0
1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,14.0,1.0,18.0,2.0,3.0,2.0,4.0,1.0,11.0,1.0,1.0,0.0,148.0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,14.0,3.0,3.0,3.0,2.0,0.0,12.0,2.0,2.0,2.0,126.0
