COLEGIO_DEPA,ESPECIALIDAD,SEXO,INGRESO,egreso_postulacion,edad
LIMA,INGENIERÍA CIVIL,MASCULINO,NO,1,18
LIMA,INGENIERÍA MECATRÓNICA,MASCULINO,NO,1,17
AREQUIPA,INGENIERÍA MECATRÓNICA,FEMENINO,NO,1,17
LIMA,INGENIERÍA CIVIL,MASCULINO,NO,1,17
LIMA,INGENIERÍA INDUSTRIAL,MASCULINO,NO,1,17
LIMA,INGENIERÍA INDUSTRIAL,FEMENINO,NO,1,18
LIMA,INGENIERÍA MECATRÓNICA,MASCULINO,NO,1,17
ICA,INGENIERÍA INDUSTRIAL,MASCULINO,NO,1,18
LIMA,INGENIERÍA QUÍMICA,MASCULINO,NO,1,18
LIMA,INGENIERÍA CIVIL,MASCULINO,NO,1,18
LIMA,INGENIERÍA DE TELECOMUNICACIONES,MASCULINO,NO,1,17
CALLAO,INGENIERÍA DE SISTEMAS,MASCULINO,NO,1,18
LIMA,ARQUITECTURA,MASCULINO,NO,1,18
CALLAO,INGENIERÍA MECÁNICA,FEMENINO,NO,1,17
LIMA,INGENIERÍA MECÁNICA,MASCULINO,NO,1,17
CALLAO,FÍSICA,MASCULINO,NO,1,18
LIMA,INGENIERÍA DE SISTEMAS,MASCULINO,NO,1,17
LIMA,ARQUITECTURA,MASCULINO,NO,1,18
LIMA,INGENIERÍA MECÁNICA-ELÉCTRICA,MASCULINO,NO,1,17
CALLAO,INGENIERÍA DE CIBERSEGURIDAD,MASCULINO,NO,1,17
LIMA,INGENIERÍA CIVIL,MASCULINO,NO,1,18
LIMA,ARQUITECTURA,FEMENINO,NO,1,17
LIMA,ARQUITECTURA,FEMENINO,NO,1,18
LIMA,INGENIERÍA DE SISTEMAS,MASCULINO,NO,1,17
LIMA,ARQUITECTURA,FEMENINO,NO,1,17
LIMA,INGENIERÍA CIVIL,FEMENINO,NO,1,17
LIMA,INGENIERÍA TEXTIL,FEMENINO,NO,1,17
ICA,INGENIERÍA MECATRÓNICA,MASCULINO,NO,1,18
LIMA,INGENIERÍA CIVIL,MASCULINO,NO,1,17
LIMA,INGENIERÍA CIVIL,FEMENINO,NO,1,17
LIMA,INGENIERÍA DE MINAS,FEMENINO,NO,1,18
LIMA,INGENIERÍA ELECTRÓNICA,MASCULINO,NO,1,17
LIMA,INGENIERÍA CIVIL,MASCULINO,NO,1,17
LIMA,INGENIERÍA DE MINAS,MASCULINO,NO,1,17
LIMA,INGENIERÍA ELECTRÓNICA,MASCULINO,NO,1,17
LIMA,INGENIERÍA DE SISTEMAS,MASCULINO,NO,1,17
TACNA,INGENIERÍA DE SISTEMAS,FEMENINO,NO,1,17
LIMA,INGENIERÍA CIVIL,MASCULINO,NO,1,17
LIMA,INGENIERÍA MECATRÓNICA,MASCULINO,NO,1,17
LIMA,INGENIERÍA DE SISTEMAS,MASCULINO,NO,1,18
LIMA,INGENIERÍA DE SISTEMAS,MASCULINO,NO,1,17
LIMA,INGENIERÍA CIVIL,MASCULINO,NO,1,17
LIMA,INGENIERÍA CIVIL,MASCULINO,NO,1,17
LIMA,INGENIERÍA CIVIL,MASCULINO,NO,1,17
LIMA,INGENIERÍA DE TELECOMUNICACIONES,MASCULINO,NO,1,18
CALLAO,INGENIERÍA MECATRÓNICA,MASCULINO,NO,1,18
LIMA,ARQUITECTURA,MASCULINO,NO,1,18
LIMA,CIENCIA DE LA COMPUTACIÓN,MASCULINO,SI,5,23
LIMA,INGENIERÍA CIVIL,FEMENINO,NO,7,23
LIMA,INGENIERÍA INDUSTRIAL,MASCULINO,NO,3,18
LIMA,INGENIERÍA CIVIL,FEMENINO,NO,1,17
LIMA,INGENIERÍA DE HIGIENE Y SEGURIDAD INDUSTRIAL,MASCULINO,SI,3,19
LIMA,INGENIERÍA ECONÓMICA,MASCULINO,NO,6,22
LIMA,INGENIERÍA DE SISTEMAS,MASCULINO,NO,1,18
LIMA,INGENIERÍA DE MINAS,MASCULINO,NO,1,18
LIMA,INGENIERÍA CIVIL,MASCULINO,NO,3,19
LIMA,INGENIERÍA AMBIENTAL,MASCULINO,SI,2,19
ANCASH,INGENIERÍA QUÍMICA,MASCULINO,NO,3,20
LIMA,INGENIERÍA DE SISTEMAS,MASCULINO,NO,2,18
LIMA,INGENIERÍA DE SISTEMAS,MASCULINO,SI,2,18
UCAYALI,INGENIERÍA SANITARIA,MASCULINO,NO,1,17
LIMA,INGENIERÍA MECATRÓNICA,MASCULINO,NO,1,17
LIMA,INGENIERÍA ELÉCTRICA,MASCULINO,NO,1,18
AYACUCHO,INGENIERÍA MECATRÓNICA,MASCULINO,NO,0,17
LIMA,INGENIERÍA QUÍMICA,MASCULINO,NO,2,18
CALLAO,INGENIERÍA MECÁNICA,MASCULINO,NO,3,19
ÁNCASH,INGENIERÍA DE SISTEMAS,MASCULINO,NO,4,20
LIMA,INGENIERÍA DE SISTEMAS,MASCULINO,NO,3,20
ÁNCASH,CIENCIA DE LA COMPUTACIÓN,MASCULINO,NO,15,30
LIMA,INGENIERÍA ELÉCTRICA,FEMENINO,NO,6,22
LIMA,ARQUITECTURA,MASCULINO,NO,1,18
LIMA,INGENIERÍA MECÁNICA,MASCULINO,NO,3,19
LIMA,INGENIERÍA CIVIL,MASCULINO,NO,1,17
LIMA,INGENIERÍA AMBIENTAL,MASCULINO,SI,5,21
LIMA,INGENIERÍA DE SISTEMAS,MASCULINO,NO,2,18
LIMA,ARQUITECTURA,FEMENINO,SI,5,21
LIMA,MATEMÁTICA,MASCULINO,NO,3,19
LIMA,MATEMÁTICA,MASCULINO,NO,1,17
LIMA,FÍSICA,MASCULINO,SI,16,32
LIMA,INGENIERÍA DE SISTEMAS,MASCULINO,SI,1,17
JUNÍN,CIENCIA DE LA COMPUTACIÓN,MASCULINO,NO,2,19
LIMA,INGENIERÍA ELÉCTRICA,MASCULINO,SI,5,21
LIMA,ARQUITECTURA,MASCULINO,NO,3,19
LIMA,INGENIERÍA CIVIL,MASCULINO,NO,3,20
ICA,INGENIERÍA DE SISTEMAS,MASCULINO,NO,1,17
LIMA,ARQUITECTURA,MASCULINO,NO,2,18
APURÍMAC,INGENIERÍA CIVIL,MASCULINO,SI,1,18
LIMA,INGENIERÍA ELECTRÓNICA,MASCULINO,SI,4,20
LIMA,INGENIERÍA DE SISTEMAS,FEMENINO,NO,3,19
JUNÍN,INGENIERÍA METALÚRGICA,MASCULINO,SI,5,21
LIMA,INGENIERÍA QUÍMICA,MASCULINO,NO,2,18
PASCO,INGENIERÍA CIVIL,MASCULINO,NO,4,20
LIMA,INGENIERÍA MECATRÓNICA,MASCULINO,SI,2,19
LIMA,INGENIERÍA ECONÓMICA,MASCULINO,SI,6,23
LIMA,ARQUITECTURA,FEMENINO,NO,1,17
LIMA,ARQUITECTURA,FEMENINO,NO,2,18
LA LIBERTAD,INGENIERÍA AMBIENTAL,MASCULINO,NO,3,19
LIMA,INGENIERÍA DE MINAS,FEMENINO,NO,2,19
LIMA,INGENIERÍA DE SISTEMAS,MASCULINO,NO,3,20
CUSCO,INGENIERÍA CIVIL,FEMENINO,NO,2,18
LIMA,INGENIERÍA ESTADÍSTICA,FEMENINO,NO,1,16
ICA,INGENIERÍA MECATRÓNICA,MASCULINO,NO,3,19
HUANCAVELICA,INGENIERÍA DE SISTEMAS,MASCULINO,NO,1,17
LIMA,INGENIERÍA MECATRÓNICA,MASCULINO,NO,2,18
LIMA,INGENIERÍA CIVIL,MASCULINO,SI,4,20
LIMA,INGENIERÍA CIVIL,FEMENINO,NO,2,18
LIMA,INGENIERÍA MECÁNICA,MASCULINO,NO,1,18
LIMA,INGENIERÍA CIVIL,MASCULINO,NO,2,18
LIMA,INGENIERÍA ELECTRÓNICA,FEMENINO,NO,1,18
LIMA,ARQUITECTURA,MASCULINO,NO,2,18
LIMA,FÍSICA,MASCULINO,SI,2,18
JUNÍN,INGENIERÍA CIVIL,FEMENINO,SI,3,20
LIMA,INGENIERÍA MECÁNICA,MASCULINO,NO,3,19
LIMA,INGENIERÍA DE MINAS,MASCULINO,SI,3,19
LIMA,INGENIERÍA MECÁNICA,MASCULINO,NO,2,18
PUNO,INGENIERÍA CIVIL,FEMENINO,NO,1,18
LIMA,INGENIERÍA QUÍMICA,MASCULINO,NO,1,17
LIMA,INGENIERÍA DE SISTEMAS,MASCULINO,NO,2,18
LIMA,INGENIERÍA METALÚRGICA,MASCULINO,NO,5,21
JUNÍN,INGENIERÍA ECONÓMICA,MASCULINO,NO,1,18
LIMA,INGENIERÍA DE SISTEMAS,MASCULINO,NO,1,17
CALLAO,INGENIERÍA DE TELECOMUNICACIONES,MASCULINO,SI,2,18
LIMA,ARQUITECTURA,FEMENINO,NO,1,18
LIMA,INGENIERÍA DE SISTEMAS,MASCULINO,NO,1,17
LIMA,INGENIERÍA QUÍMICA,MASCULINO,NO,2,18
LIMA,INGENIERÍA CIVIL,MASCULINO,NO,2,18
LIMA,INGENIERÍA QUÍMICA,MASCULINO,NO,5,22
CAJAMARCA,INGENIERÍA MECÁNICA-ELÉCTRICA,MASCULINO,NO,1,17
HUÁNUCO,INGENIERÍA MECATRÓNICA,MASCULINO,SI,1,17
CALLAO,QUÍMICA,MASCULINO,NO,3,20
LIMA,INGENIERÍA MECATRÓNICA,MASCULINO,NO,2,18
LIMA,INGENIERÍA ECONÓMICA,MASCULINO,SI,3,19
LA LIBERTAD,INGENIERÍA ELECTRÓNICA,MASCULINO,NO,5,22
LIMA,INGENIERÍA DE TELECOMUNICACIONES,MASCULINO,NO,2,18
LIMA,FÍSICA,MASCULINO,NO,2,19
LIMA,FÍSICA,MASCULINO,NO,2,19
ÁNCASH,ARQUITECTURA,MASCULINO,NO,1,18
LIMA,ARQUITECTURA,FEMENINO,NO,2,19
LIMA,INGENIERÍA DE SISTEMAS,MASCULINO,NO,1,17
ICA,INGENIERÍA QUÍMICA,MASCULINO,NO,1,17
LIMA,INGENIERÍA ELÉCTRICA,MASCULINO,SI,4,20
JUNÍN,INGENIERÍA DE MINAS,MASCULINO,NO,2,18
LIMA,INGENIERÍA CIVIL,FEMENINO,NO,1,18
LIMA,INGENIERÍA ECONÓMICA,MASCULINO,NO,4,20
AREQUIPA,INGENIERÍA SANITARIA,MASCULINO,SI,17,35
LIMA,ARQUITECTURA,FEMENINO,NO,2,19
LIMA,INGENIERÍA CIVIL,MASCULINO,NO,2,19
LIMA,INGENIERÍA AMBIENTAL,FEMENINO,NO,1,19
LIMA,FÍSICA,MASCULINO,NO,1,18
LIMA,INGENIERÍA MECÁNICA,MASCULINO,NO,3,20
LIMA,INGENIERÍA DE MINAS,FEMENINO,SI,5,21
LIMA,INGENIERÍA INDUSTRIAL,MASCULINO,NO,1,18
LIMA,INGENIERÍA CIVIL,MASCULINO,NO,1,17
HUÁNUCO,INGENIERÍA ELÉCTRICA,MASCULINO,NO,2,18
LIMA,INGENIERÍA DE SISTEMAS,MASCULINO,NO,3,20
ÁNCASH,INGENIERÍA CIVIL,MASCULINO,NO,2,19
ÁNCASH,INGENIERÍA DE SISTEMAS,MASCULINO,NO,2,18
LIMA,INGENIERÍA MECATRÓNICA,MASCULINO,NO,2,18
LIMA,INGENIERÍA DE SISTEMAS,MASCULINO,NO,2,18
LORETO,INGENIERÍA MECÁNICA,FEMENINO,NO,1,17
PUNO,INGENIERÍA CIVIL,MASCULINO,NO,2,19
LIMA,INGENIERÍA DE TELECOMUNICACIONES,MASCULINO,NO,1,17
LIMA,INGENIERÍA DE SISTEMAS,MASCULINO,NO,2,18
LIMA,INGENIERÍA DE SISTEMAS,MASCULINO,NO,5,22
AREQUIPA,INGENIERÍA ECONÓMICA,MASCULINO,NO,2,18
PUNO,INGENIERÍA CIVIL,MASCULINO,NO,1,17
AMAZONAS,INGENIERÍA ECONÓMICA,MASCULINO,SI,6,23
LIMA,INGENIERÍA TEXTIL,FEMENINO,NO,7,24
LIMA,INGENIERÍA MECATRÓNICA,MASCULINO,NO,1,17
LIMA,INGENIERÍA ECONÓMICA,FEMENINO,NO,1,17
LIMA,INGENIERÍA QUÍMICA,FEMENINO,NO,2,18
LIMA,INGENIERÍA INDUSTRIAL,MASCULINO,NO,2,19
LIMA,INGENIERÍA MECÁNICA,MASCULINO,SI,4,21
LIMA,INGENIERÍA INDUSTRIAL,MASCULINO,SI,2,18
LIMA,INGENIERÍA MECATRÓNICA,MASCULINO,SI,2,18
LIMA,INGENIERÍA ELECTRÓNICA,MASCULINO,NO,4,21
LIMA,INGENIERÍA INDUSTRIAL,MASCULINO,NO,1,17
CAJAMARCA,INGENIERÍA CIVIL,MASCULINO,NO,4,22
LIMA,INGENIERÍA CIVIL,MASCULINO,NO,2,19
PIURA,INGENIERÍA CIVIL,MASCULINO,NO,1,18
LIMA,INGENIERÍA CIVIL,FEMENINO,NO,5,22
LIMA,INGENIERÍA INDUSTRIAL,FEMENINO,NO,1,18
SAN MARTÍN,INGENIERÍA CIVIL,MASCULINO,NO,1,17
LIMA,INGENIERÍA CIVIL,MASCULINO,NO,1,17
LIMA,INGENIERÍA DE MINAS,MASCULINO,NO,2,19
CUSCO,ARQUITECTURA,MASCULINO,NO,3,19
AYACUCHO,ARQUITECTURA,FEMENINO,NO,2,18
PUNO,INGENIERÍA AMBIENTAL,FEMENINO,NO,1,18
LIMA,INGENIERÍA CIVIL,MASCULINO,NO,1,17
JUNÍN,INGENIERÍA DE SISTEMAS,MASCULINO,NO,1,16
LIMA,INGENIERÍA ESTADÍSTICA,FEMENINO,NO,1,18
AYACUCHO,INGENIERÍA CIVIL,MASCULINO,NO,3,20
LIMA,INGENIERÍA CIVIL,MASCULINO,NO,3,20
LIMA,INGENIERÍA AMBIENTAL,MASCULINO,NO,2,19
CUSCO,INGENIERÍA MECATRÓNICA,MASCULINO,NO,2,18
SAN MARTÍN,INGENIERÍA DE MINAS,MASCULINO,NO,2,18
HUANCAVELICA,INGENIERÍA DE PETRÓLEO Y GAS NATURAL,MASCULINO,NO,1,17
LIMA,INGENIERÍA INDUSTRIAL,MASCULINO,NO,3,19
LIMA,INGENIERÍA QUÍMICA,FEMENINO,NO,5,22
LIMA,INGENIERÍA INDUSTRIAL,FEMENINO,NO,1,17
JUNÍN,INGENIERÍA QUÍMICA,MASCULINO,NO,4,20
APURÍMAC,INGENIERÍA CIVIL,MASCULINO,NO,1,17
HUÁNUCO,INGENIERÍA FÍSICA,FEMENINO,NO,1,17
LIMA,INGENIERÍA CIVIL,FEMENINO,NO,1,17
LIMA,INGENIERÍA CIVIL,FEMENINO,NO,1,17
JUNÍN,INGENIERÍA INDUSTRIAL,FEMENINO,NO,1,17
AREQUIPA,INGENIERÍA DE HIGIENE Y SEGURIDAD INDUSTRIAL,FEMENINO,NO,1,18
LIMA,INGENIERÍA DE MINAS,MASCULINO,NO,2,18
LIMA,ARQUITECTURA,FEMENINO,NO,4,21
LIMA,INGENIERÍA SANITARIA,FEMENINO,NO,1,18
ÁNCASH,ARQUITECTURA,MASCULINO,NO,2,18
LIMA,INGENIERÍA INDUSTRIAL,FEMENINO,NO,1,17
ICA,INGENIERÍA INDUSTRIAL,FEMENINO,NO,1,17
APURÍMAC,INGENIERÍA MECATRÓNICA,MASCULINO,NO,2,18
LIMA,INGENIERÍA CIVIL,MASCULINO,SI,2,19
JUNÍN,INGENIERÍA ECONÓMICA,FEMENINO,NO,1,17
PASCO,INGENIERÍA AMBIENTAL,FEMENINO,NO,1,17
LIMA,INGENIERÍA DE SISTEMAS,MASCULINO,NO,1,17
LIMA,INGENIERÍA DE SISTEMAS,MASCULINO,NO,1,18
LIMA,INGENIERÍA CIVIL,FEMENINO,NO,2,20
LIMA,INGENIERÍA CIVIL,MASCULINO,NO,1,17
LIMA,INGENIERÍA DE SISTEMAS,MASCULINO,NO,2,19
LIMA,INGENIERÍA INDUSTRIAL,MASCULINO,NO,3,19
LIMA,ARQUITECTURA,MASCULINO,NO,2,18
LIMA,INGENIERÍA INDUSTRIAL,FEMENINO,NO,2,18
AYACUCHO,INGENIERÍA AMBIENTAL,FEMENINO,NO,2,21
LIMA,INGENIERÍA MECATRÓNICA,FEMENINO,NO,1,17
LIMA,INGENIERÍA CIVIL,MASCULINO,NO,1,17
ÁNCASH,INGENIERÍA ELECTRÓNICA,MASCULINO,NO,3,19
CUSCO,INGENIERÍA AMBIENTAL,MASCULINO,NO,2,18
ICA,INGENIERÍA DE SISTEMAS,FEMENINO,NO,1,18
LIMA,INGENIERÍA INDUSTRIAL,MASCULINO,NO,1,17
CUSCO,INGENIERÍA CIVIL,MASCULINO,NO,1,17
JUNÍN,INGENIERÍA AMBIENTAL,FEMENINO,NO,0,17
JUNÍN,INGENIERÍA MECATRÓNICA,MASCULINO,NO,1,17
CALLAO,INGENIERÍA INDUSTRIAL,MASCULINO,NO,2,18
LIMA,INGENIERÍA ECONÓMICA,FEMENINO,NO,5,21
JUNÍN,INGENIERÍA CIVIL,FEMENINO,NO,1,18
JUNÍN,INGENIERÍA GEOLÓGICA,MASCULINO,NO,1,17
LIMA,INGENIERÍA CIVIL,MASCULINO,NO,1,18
AYACUCHO,INGENIERÍA DE MINAS,MASCULINO,NO,3,20
LIMA,INGENIERÍA DE SISTEMAS,MASCULINO,NO,1,18
PUNO,INGENIERÍA AMBIENTAL,MASCULINO,NO,4,20
LIMA,INGENIERÍA AMBIENTAL,FEMENINO,NO,2,18
PUNO,INGENIERÍA INDUSTRIAL,FEMENINO,NO,1,17
LIMA,INGENIERÍA DE SISTEMAS,MASCULINO,NO,1,17
PUNO,INGENIERÍA AMBIENTAL,FEMENINO,NO,2,18
CALLAO,ARQUITECTURA,FEMENINO,NO,1,17
LIMA,ARQUITECTURA,FEMENINO,NO,1,17
AYACUCHO,INGENIERÍA INDUSTRIAL,FEMENINO,NO,1,17
APURÍMAC,INGENIERÍA CIVIL,FEMENINO,NO,1,17
LIMA,FÍSICA,FEMENINO,NO,1,18
HUANCAVELICA,ARQUITECTURA,FEMENINO,NO,3,20
LIMA,INGENIERÍA INDUSTRIAL,FEMENINO,NO,1,17
LIMA,INGENIERÍA CIVIL,FEMENINO,NO,1,18
APURÍMAC,INGENIERÍA MECATRÓNICA,MASCULINO,NO,3,20
LIMA,INGENIERÍA GEOLÓGICA,FEMENINO,NO,3,19
CALLAO,MATEMÁTICA,FEMENINO,NO,1,18
LIMA,INGENIERÍA INDUSTRIAL,FEMENINO,NO,1,15
LIMA,INGENIERÍA DE SISTEMAS,FEMENINO,NO,1,20
AYACUCHO,INGENIERÍA CIVIL,MASCULINO,NO,1,17
LIMA,INGENIERÍA ELECTRÓNICA,MASCULINO,NO,1,18
ÁNCASH,INGENIERÍA ELECTRÓNICA,MASCULINO,SI,1,17
JUNÍN,INGENIERÍA MECÁNICA,MASCULINO,NO,2,19
ÁNCASH,INGENIERÍA INDUSTRIAL,MASCULINO,NO,1,18
TACNA,INGENIERÍA ECONÓMICA,FEMENINO,NO,1,17
LIMA,INGENIERÍA ELÉCTRICA,MASCULINO,NO,1,18
LIMA,INGENIERÍA CIVIL,MASCULINO,NO,1,17
LIMA,INGENIERÍA CIVIL,MASCULINO,NO,1,18
LIMA,INGENIERÍA DE SISTEMAS,MASCULINO,NO,3,19
LIMA,INGENIERÍA DE SISTEMAS,MASCULINO,NO,3,20
LIMA,INGENIERÍA INDUSTRIAL,MASCULINO,NO,5,21
LIMA,ARQUITECTURA,MASCULINO,NO,2,18
LIMA,INGENIERÍA ELECTRÓNICA,MASCULINO,NO,1,18
LIMA,INGENIERÍA INDUSTRIAL,MASCULINO,NO,1,18
SAN MARTÍN,INGENIERÍA CIVIL,MASCULINO,NO,1,18
MOQUEGUA,QUÍMICA,FEMENINO,NO,5,22
LIMA,INGENIERÍA DE CIBERSEGURIDAD,MASCULINO,NO,1,18
LIMA,INGENIERÍA DE SISTEMAS,MASCULINO,NO,2,18
LIMA,INGENIERÍA DE MINAS,MASCULINO,SI,1,17
LIMA,INGENIERÍA CIVIL,MASCULINO,NO,1,18
PUNO,INGENIERÍA ECONÓMICA,MASCULINO,NO,23,41
LIMA,INGENIERÍA INDUSTRIAL,FEMENINO,NO,3,20
LIMA,INGENIERÍA DE SISTEMAS,MASCULINO,NO,7,23
LIMA,INGENIERÍA MECATRÓNICA,MASCULINO,NO,2,18
LIMA,INGENIERÍA CIVIL,FEMENINO,NO,1,17
LIMA,INGENIERÍA GEOLÓGICA,MASCULINO,SI,4,20
LIMA,INGENIERÍA CIVIL,FEMENINO,NO,2,19
LIMA,ARQUITECTURA,FEMENINO,NO,1,17
LIMA,INGENIERÍA CIVIL,MASCULINO,NO,1,17
LIMA,INGENIERÍA CIVIL,MASCULINO,NO,3,19
LIMA,INGENIERÍA ELÉCTRICA,MASCULINO,NO,3,19
LIMA,ARQUITECTURA,MASCULINO,NO,1,17
LIMA,INGENIERÍA MECÁNICA,MASCULINO,NO,1,17
LIMA,INGENIERÍA DE SISTEMAS,MASCULINO,SI,2,18
LIMA,INGENIERÍA DE SISTEMAS,MASCULINO,NO,2,19
LIMA,INGENIERÍA ELÉCTRICA,MASCULINO,NO,3,20
LIMA,INGENIERÍA DE SISTEMAS,MASCULINO,NO,2,19
AYACUCHO,INGENIERÍA ESTADÍSTICA,MASCULINO,NO,1,18
LIMA,ARQUITECTURA,MASCULINO,SI,3,20
LIMA,INGENIERÍA QUÍMICA,MASCULINO,SI,2,19
LIMA,INGENIERÍA MECÁNICA,MASCULINO,SI,4,20
LIMA,INGENIERÍA DE SISTEMAS,MASCULINO,NO,1,17
LIMA,INGENIERÍA DE SISTEMAS,MASCULINO,NO,1,17
LIMA,INGENIERÍA ELECTRÓNICA,FEMENINO,SI,1,18
LIMA,INGENIERÍA CIVIL,MASCULINO,NO,2,18
PASCO,INGENIERÍA PETROQUÍMICA,MASCULINO,NO,2,18
ICA,INGENIERÍA DE SOFTWARE,MASCULINO,NO,5,22
LIMA,ARQUITECTURA,MASCULINO,NO,2,19
LIMA,ARQUITECTURA,MASCULINO,NO,3,19
LIMA,INGENIERÍA MECATRÓNICA,MASCULINO,SI,4,20
LIMA,INGENIERÍA DE SISTEMAS,MASCULINO,NO,2,18
LIMA,INGENIERÍA DE TELECOMUNICACIONES,MASCULINO,NO,9,25
LIMA,INGENIERÍA ELECTRÓNICA,MASCULINO,NO,16,32
LIMA,MATEMÁTICA,MASCULINO,SI,4,20
LIMA,ARQUITECTURA,FEMENINO,NO,3,19
AYACUCHO,INGENIERÍA CIVIL,MASCULINO,SI,2,19
LIMA,INGENIERÍA CIVIL,MASCULINO,SI,12,29
LIMA,ARQUITECTURA,MASCULINO,NO,1,18
LIMA,INGENIERÍA DE CIBERSEGURIDAD,MASCULINO,NO,2,18
LIMA,INGENIERÍA MECÁNICA,MASCULINO,NO,2,18
LIMA,INGENIERÍA CIVIL,MASCULINO,NO,2,18
LIMA,INGENIERÍA AMBIENTAL,FEMENINO,NO,2,19
LIMA,INGENIERÍA ELÉCTRICA,MASCULINO,NO,2,18
LIMA,INGENIERÍA MECATRÓNICA,MASCULINO,NO,2,19
AMAZONAS,INGENIERÍA ECONÓMICA,MASCULINO,SI,1,17
LIMA,INGENIERÍA CIVIL,MASCULINO,NO,1,18
ANCASH,INGENIERÍA DE MINAS,MASCULINO,NO,3,19
LIMA,INGENIERÍA ELECTRÓNICA,MASCULINO,NO,3,20
LIMA,INGENIERÍA INDUSTRIAL,FEMENINO,SI,4,21
SAN MARTIN,CIENCIA DE LA COMPUTACIÓN,MASCULINO,NO,2,19
LIMA,INGENIERÍA DE SISTEMAS,MASCULINO,NO,1,17
LIMA,INGENIERÍA AMBIENTAL,MASCULINO,SI,3,18
LIMA,ARQUITECTURA,FEMENINO,NO,2,18
LIMA,INGENIERÍA CIVIL,MASCULINO,NO,1,17
ICA,INGENIERÍA INDUSTRIAL,FEMENINO,NO,1,17
LIMA,INGENIERÍA CIVIL,MASCULINO,NO,2,18
PASCO,ARQUITECTURA,MASCULINO,NO,6,23
LIMA,INGENIERÍA ELECTRÓNICA,MASCULINO,NO,3,19
LIMA,INGENIERÍA QUÍMICA,MASCULINO,SI,2,19
LIMA,INGENIERÍA PETROQUÍMICA,MASCULINO,NO,2,19
LIMA,INGENIERÍA CIVIL,FEMENINO,NO,1,17
LIMA,INGENIERÍA CIVIL,FEMENINO,NO,1,18
LIMA,ARQUITECTURA,MASCULINO,NO,3,19
JUNIN,INGENIERÍA DE SOFTWARE,MASCULINO,NO,2,18
LIMA,INGENIERÍA DE TELECOMUNICACIONES,MASCULINO,NO,4,20
LIMA,INGENIERÍA MECÁNICA,MASCULINO,NO,2,19
AYACUCHO,ARQUITECTURA,FEMENINO,NO,1,17
LIMA,INGENIERÍA DE SISTEMAS,MASCULINO,NO,2,19
CALLAO,INGENIERÍA INDUSTRIAL,MASCULINO,NO,1,17
LIMA,INGENIERÍA DE SISTEMAS,MASCULINO,NO,2,19
LIMA,FÍSICA,MASCULINO,NO,3,20
HUANUCO,INGENIERÍA CIVIL,MASCULINO,SI,2,18
LIMA,INGENIERÍA MECATRÓNICA,MASCULINO,NO,1,18
LIMA,INGENIERÍA ESTADÍSTICA,MASCULINO,NO,2,19
LIMA,INGENIERÍA INDUSTRIAL,FEMENINO,NO,2,19
LIMA,INGENIERÍA DE SISTEMAS,MASCULINO,NO,2,19
LIMA,MATEMÁTICA,MASCULINO,SI,1,18
LIMA,INGENIERÍA CIVIL,MASCULINO,SI,3,19
ICA,INGENIERÍA MECÁNICA,MASCULINO,NO,2,18
LIMA,INGENIERÍA DE SISTEMAS,MASCULINO,NO,2,19
LIMA,INGENIERÍA ELECTRÓNICA,MASCULINO,NO,3,19
LIMA,INGENIERÍA ELECTRÓNICA,MASCULINO,NO,3,20
LIMA,CIENCIA DE LA COMPUTACIÓN,MASCULINO,NO,3,19
LIMA,INGENIERÍA SANITARIA,MASCULINO,NO,1,18
AMAZONAS,INGENIERÍA CIVIL,FEMENINO,NO,2,18
LIMA,INGENIERÍA CIVIL,MASCULINO,NO,6,22
LIMA,INGENIERÍA ELECTRÓNICA,MASCULINO,SI,2,18
LIMA,INGENIERÍA DE SISTEMAS,FEMENINO,NO,3,20
LIMA,INGENIERÍA DE SISTEMAS,MASCULINO,NO,3,19
LIMA,INGENIERÍA MECATRÓNICA,MASCULINO,NO,4,20
LIMA,INGENIERÍA QUÍMICA,FEMENINO,NO,10,27
LIMA,INGENIERÍA MECÁNICA,MASCULINO,NO,5,21
LIMA,INGENIERÍA INDUSTRIAL,MASCULINO,NO,1,18
LIMA,INGENIERÍA MECÁNICA-ELÉCTRICA,MASCULINO,NO,2,18
LIMA,INGENIERÍA MECATRÓNICA,MASCULINO,NO,1,18
LIMA,INGENIERÍA DE SISTEMAS,MASCULINO,NO,1,17
LIMA,INGENIERÍA MECÁNICA-ELÉCTRICA,MASCULINO,NO,1,17
LIMA,INGENIERÍA DE SISTEMAS,FEMENINO,NO,3,20
ÁNCASH,INGENIERÍA MECÁNICA,MASCULINO,NO,4,21
LIMA,FÍSICA,MASCULINO,SI,4,21
LIMA,INGENIERÍA DE SISTEMAS,MASCULINO,NO,4,20
LIMA,INGENIERÍA MECÁNICA-ELÉCTRICA,MASCULINO,SI,4,20
LIMA,INGENIERÍA CIVIL,MASCULINO,NO,2,17
LIMA,ARQUITECTURA,FEMENINO,NO,2,18
LIMA,INGENIERÍA MECÁNICA,MASCULINO,SI,5,22
LIMA,INGENIERÍA CIVIL,MASCULINO,NO,3,19
LIMA,ARQUITECTURA,FEMENINO,NO,1,18
JUNÍN,MATEMÁTICA,FEMENINO,SI,4,20
AMAZONAS,INGENIERÍA INDUSTRIAL,FEMENINO,NO,4,20
LIMA,INGENIERÍA INDUSTRIAL,MASCULINO,NO,1,17
LIMA,INGENIERÍA MECÁNICA,MASCULINO,NO,2,18
