Regionname_Eastern Metropolitan,Regionname_Eastern Victoria,Regionname_Northern Metropolitan,Regionname_Northern Victoria,Regionname_South-Eastern Metropolitan,Regionname_Southern Metropolitan,Regionname_Western Metropolitan,Regionname_Western Victoria,Rooms,Price,Distance
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.21,2.7
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1.4,2.7
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.805,2.7
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,2.4,2.7
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.535,2.7
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.765,0.7
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.422,0.7
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.59,0.7
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.256,14.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,2.005,5.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.928,5.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.5865,5.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.451,5.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,1.865,8.2
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,1.2,8.2
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,1.78,8.2
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.79,8.2
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.635,10.5
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.775,10.5
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.6905,10.5
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.52,10.5
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.5909,10.5
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.67,10.5
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.74,10.2
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.68,18.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.7905,15.5
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.695,15.5
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.805,15.5
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.156,15.5
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.35,15.5
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.71,12.4
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.01,12.4
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.58,15.3
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.653,15.3
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.74,15.3
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.493,7.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.24,7.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.01,7.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,1.626,7.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.55,4.1
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.8,4.1
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,2.0,4.1
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.751,4.1
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.682,4.1
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.355,12.9
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.27,17.2
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.975,17.2
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.82,17.2
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.75,17.2
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.28,14.7
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.85,21.1
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.2,21.1
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.655,14.5
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,1.14,23.6
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.562,14.7
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.531,14.7
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.49,14.7
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.472,14.7
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.467,14.7
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.3025,14.7
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.75,14.7
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.39,14.7
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.46,14.7
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,1.155,6.4
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.48,6.4
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,1.1,6.4
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.792,3.1
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.54,16.5
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,1.171,16.7
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.408,16.7
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,1.494,6.8
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,2.76,6.8
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,1.285,6.8
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,1.9,6.8
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.95,6.8
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.53,25.5
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.745,25.5
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.562,25.5
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.627,27.2
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,1.67,12.7
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.95,6.3
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,1.225,6.3
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,1.035,6.3
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.84,10.4
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.415,14.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.275,3.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.455,3.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,5.7
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.11,5.7
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.52,11.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,1.085,9.4
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.781,9.4
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.8575,9.4
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.599,6.3
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.455,4.3
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,2.65,10.2
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.82,10.2
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.995,10.2
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.67,21.5
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.795,21.5
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.962,21.5
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,1.31,9.5
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.85,9.5
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.75,9.5
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,1.819,6.4
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.1,7.9
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,1.8,7.9
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.255,7.9
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1.315,9.7
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1.5,9.7
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,3.23,9.7
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.08,9.7
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,1.45,9.7
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.305,9.7
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1.545,17.3
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.945,17.3
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1.455,17.3
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,1.535,17.3
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.636,11.4
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.275,11.4
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.875,11.4
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,1.23,11.4
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.895,11.4
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1.02,11.4
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.41,13.8
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.99,13.8
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1.057,13.8
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.76,13.8
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.825,13.8
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.94,13.4
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.442,13.4
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.75,13.4
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.971,13.4
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.294,13.4
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,13.4
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.758,13.4
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.62,10.9
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.87,8.6
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.645,8.6
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.661,16.1
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1.55,10.5
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1.635,10.5
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,1.94,10.3
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,1.85,10.3
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.06,10.3
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.93,10.3
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,1.952,10.3
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.428,5.2
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.026,5.2
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.5215,5.2
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.851,10.8
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.3,10.8
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.11,10.8
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.235,10.8
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.38,12.1
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,1.59,10.4
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.9,14.7
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,2.65,7.7
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1.615,7.7
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,3.225,7.7
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,2.95,8.4
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.33,3.5
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.82,10.1
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.795,10.1
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.7225,8.7
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1.365,7.8
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1.75,7.8
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1.5775,8.7
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,1.802,8.7
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.752,11.7
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.67,11.7
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.87,27.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.758,17.9
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,1.408,17.9
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.675,17.9
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,1.3,17.9
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1.23,17.9
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.854,17.9
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.999,17.9
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.57,16.7
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.65,16.7
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.27,3.6
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.85,6.7
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.784,6.7
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.845,6.7
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.75,2.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.89,2.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.26,2.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.855,2.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.495,20.6
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.48,20.6
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.465,20.6
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.362,20.6
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.725,23.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.336,24.7
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.77,24.7
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.48,21.8
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,1.81,22.2
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.855,22.2
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.5905,22.2
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.85,22.2
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.9245,12.4
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.416,12.4
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.4925,12.4
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.765,14.3
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.405,14.3
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.325,14.3
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.7555,16.1
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.9,7.2
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.701,18.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.52,18.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.903,18.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.73,18.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.97,18.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.52,7.2
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1.35,7.2
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.475,19.6
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.345,19.6
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,1.425,7.5
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.66,7.5
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.55,7.5
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.396,8.2
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.25,5.7
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.485,24.8
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.445,24.8
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.1
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.252,2.1
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.7,3.6
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.86,3.6
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.87,3.6
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.116,3.6
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,1.45,3.6
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.93,3.6
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.8655,3.4
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.585,5.1
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.085,5.1
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.236,15.4
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.06,15.4
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1.735,7.3
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.49,7.3
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.699,7.3
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,3.4,7.3
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,3.73,7.3
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.36,16.7
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.925,16.7
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.95025,16.7
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.585,11.2
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.61,11.2
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.48,11.2
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.6815,11.2
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.64,11.2
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.712,11.2
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.631,12.9
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.532,12.9
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.877,16.1
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.64,16.1
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.656,20.4
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.605,11.2
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.57,11.2
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.6855,11.2
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.895,13.8
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.587,13.8
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,2.8,13.8
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.72,13.8
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,3.25,13.8
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,1.525,13.8
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,1.65,5.3
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.571,21.3
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.815,8.8
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.765,8.8
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.691,8.8
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.49,16.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.63,18.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.409,18.4
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.422,18.4
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.55,12.3
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.516,12.3
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.941,12.3
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.48,7.8
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.975,14.5
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.685,14.5
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.59,15.5
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.703,11.7
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.68,11.7
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.65,11.7
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.785,3.4
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.852,3.4
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.037,3.4
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1.635,5.4
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,4.8,5.4
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.97,5.4
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,6.24,5.4
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,2.04,7.3
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,2.49,7.3
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.62,7.3
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.467,14.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.606,16.3
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.431,16.3
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.67,6.4
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.615,6.4
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.715,6.4
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.826,6.4
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,2.5,5.9
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,3.85,5.9
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1.49,8.4
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1.21,8.4
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,1.3,8.4
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,1.675,8.4
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1.68,11.4
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4,0.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.56,20.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.691,20.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,1.5,20.6
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,2.6,3.0
