Rooms,Price,Regionname,Distance
3,635000.0,Western Metropolitan,10.4
3,1122500.0,Northern Metropolitan,3.4
3,521000.0,Northern Metropolitan,12.1
3,800000.0,Northern Metropolitan,12.1
5,939000.0,Eastern Metropolitan,23.3
3,730000.0,South-Eastern Metropolitan,24.8
2,395000.0,Western Metropolitan,6.4
3,380000.0,Western Victoria,29.8
4,610000.0,Northern Metropolitan,25.9
3,501000.0,Northern Metropolitan,17.9
5,780000.0,Northern Metropolitan,17.9
3,763000.0,Northern Metropolitan,17.9
4,845000.0,South-Eastern Metropolitan,18.8
4,865000.0,Western Metropolitan,6.2
4,920000.0,South-Eastern Metropolitan,22.7
3,1010000.0,Northern Metropolitan,5.3
4,1700000.0,Northern Metropolitan,5.3
4,1375000.0,Northern Metropolitan,5.3
3,1660000.0,Northern Metropolitan,5.3
2,500000.0,Eastern Metropolitan,15.4
3,850000.0,Northern Metropolitan,11.2
4,1140000.0,Southern Metropolitan,12.3
2,650000.0,South-Eastern Metropolitan,21.5
2,651000.0,Northern Metropolitan,8.5
4,630000.0,Western Metropolitan,23.8
4,640000.0,Western Metropolitan,14.7
4,543080.0,Western Metropolitan,14.7
3,516000.0,Western Metropolitan,14.7
3,2465000.0,Southern Metropolitan,3.5
3,1100000.0,Southern Metropolitan,3.5
2,460000.0,Northern Metropolitan,12.0
2,443000.0,Northern Metropolitan,12.0
2,650000.0,Northern Metropolitan,12.0
3,822000.0,Northern Metropolitan,12.0
4,705000.0,Northern Metropolitan,20.6
3,600000.0,Northern Metropolitan,20.6
4,622000.0,Northern Metropolitan,20.6
2,730000.0,Western Metropolitan,6.2
4,774000.0,Northern Metropolitan,20.5
1,550000.0,Southern Metropolitan,2.7
3,645000.0,Western Metropolitan,18.0
5,610000.0,Western Metropolitan,18.4
4,700000.0,Western Metropolitan,18.0
4,592500.0,Northern Metropolitan,15.3
1,240000.0,Northern Metropolitan,15.3
3,845000.0,Northern Metropolitan,7.0
3,705000.0,Eastern Metropolitan,14.7
5,1180501.0,Eastern Metropolitan,14.7
3,800000.0,Eastern Metropolitan,14.7
3,723500.0,Western Metropolitan,14.7
3,447000.0,Western Metropolitan,14.7
3,504000.0,Western Metropolitan,14.7
4,597500.0,Northern Metropolitan,25.5
4,740000.0,Northern Metropolitan,25.5
3,935000.0,Western Metropolitan,7.5
3,1175000.0,Western Metropolitan,7.5
2,530000.0,Western Metropolitan,10.4
3,895000.0,Western Metropolitan,10.4
3,600000.0,Western Metropolitan,10.4
2,2120000.0,Southern Metropolitan,3.0
3,1800000.0,Southern Metropolitan,3.0
3,1800000.0,Southern Metropolitan,3.0
4,816000.0,Western Metropolitan,10.5
2,510000.0,Western Metropolitan,11.0
4,1070000.0,Western Metropolitan,11.0
2,425000.0,Western Metropolitan,11.0
3,713500.0,Western Metropolitan,9.4
2,455000.0,Western Metropolitan,12.8
1,280000.0,Southern Metropolitan,6.3
2,770000.0,Western Metropolitan,4.3
2,490000.0,Western Metropolitan,4.3
4,2215000.0,Southern Metropolitan,10.2
4,1880000.0,Southern Metropolitan,10.2
3,1518000.0,Southern Metropolitan,10.2
3,1365000.0,Southern Metropolitan,10.2
5,2350000.0,Southern Metropolitan,7.9
3,1500000.0,Southern Metropolitan,7.9
2,1900000.0,Southern Metropolitan,7.9
2,526000.0,Southern Metropolitan,7.9
1,390000.0,Southern Metropolitan,7.9
4,1740000.0,Southern Metropolitan,9.7
4,2575000.0,Southern Metropolitan,9.7
4,1388800.0,Southern Metropolitan,9.7
4,576000.0,Eastern Metropolitan,23.2
4,2300000.0,Southern Metropolitan,17.3
3,1175000.0,Southern Metropolitan,17.3
4,1485000.0,Southern Metropolitan,17.3
4,1328000.0,Southern Metropolitan,11.4
3,1340000.0,Southern Metropolitan,11.4
4,1155000.0,Southern Metropolitan,11.4
3,1130000.0,Southern Metropolitan,11.4
3,1275000.0,Southern Metropolitan,11.4
2,1010000.0,Southern Metropolitan,13.8
3,597000.0,Southern Metropolitan,13.8
3,1205000.0,Southern Metropolitan,13.8
3,899000.0,Southern Metropolitan,13.8
4,1375000.0,Southern Metropolitan,13.8
4,1415000.0,Southern Metropolitan,13.8
4,3400000.0,Southern Metropolitan,17.3
4,1425000.0,Eastern Metropolitan,13.4
3,955000.0,Eastern Metropolitan,13.4
2,635000.0,Eastern Metropolitan,13.4
2,837000.0,Eastern Metropolitan,13.4
3,925000.0,Eastern Metropolitan,13.4
4,1311000.0,Eastern Metropolitan,13.4
3,702000.0,Eastern Metropolitan,13.4
2,503000.0,Eastern Metropolitan,13.4
3,819000.0,Eastern Metropolitan,13.4
2,575000.0,South-Eastern Metropolitan,27.0
2,587500.0,South-Eastern Metropolitan,27.0
4,980000.0,South-Eastern Metropolitan,27.0
3,655500.0,Eastern Metropolitan,25.0
4,670000.0,Eastern Metropolitan,25.0
2,503000.0,Eastern Metropolitan,25.0
2,517500.0,Eastern Metropolitan,25.0
4,1560000.0,Eastern Metropolitan,10.9
3,740000.0,Western Metropolitan,8.6
3,570000.0,Western Metropolitan,8.6
3,2400000.0,Southern Metropolitan,10.5
2,590000.0,Southern Metropolitan,10.5
3,1650000.0,Southern Metropolitan,10.5
5,1562500.0,Southern Metropolitan,10.5
4,2840000.0,Southern Metropolitan,10.3
3,1580000.0,Southern Metropolitan,10.3
4,1100000.0,Southern Metropolitan,10.3
2,1000000.0,Southern Metropolitan,10.3
3,385500.0,Northern Metropolitan,14.0
3,430000.0,Western Metropolitan,6.4
2,1100000.0,Northern Metropolitan,5.2
2,750000.0,Northern Metropolitan,5.2
2,1056000.0,Northern Metropolitan,5.2
3,1045000.0,Northern Metropolitan,5.2
4,1900000.0,Northern Metropolitan,4.0
2,1080000.0,Northern Metropolitan,4.0
2,380000.0,Northern Metropolitan,5.2
4,1260000.0,Eastern Metropolitan,10.8
3,645000.0,Northern Metropolitan,12.1
4,800000.0,Northern Metropolitan,12.1
3,581000.0,Northern Metropolitan,12.1
3,843000.0,Northern Metropolitan,12.1
3,680000.0,Northern Metropolitan,12.1
4,1410000.0,Northern Metropolitan,12.1
3,625000.0,Southern Metropolitan,10.4
3,780000.0,Southern Metropolitan,10.4
3,1203000.0,Eastern Metropolitan,14.7
3,834000.0,Eastern Metropolitan,14.7
4,3165000.0,Southern Metropolitan,7.7
4,1550000.0,Southern Metropolitan,7.7
2,522000.0,Southern Metropolitan,7.7
5,3360000.0,Southern Metropolitan,7.7
2,900400.0,Southern Metropolitan,7.7
3,928000.0,Southern Metropolitan,8.4
4,1400000.0,Southern Metropolitan,10.1
3,1185000.0,Southern Metropolitan,10.1
2,545000.0,Southern Metropolitan,10.1
3,1170000.0,Southern Metropolitan,10.1
4,1705000.0,Southern Metropolitan,10.1
4,1830000.0,Southern Metropolitan,10.1
1,250000.0,Southern Metropolitan,10.1
2,420000.0,Southern Metropolitan,7.8
1,310000.0,Southern Metropolitan,7.8
3,1314000.0,Southern Metropolitan,8.7
3,625000.0,South-Eastern Metropolitan,27.0
3,840000.0,Southern Metropolitan,17.9
4,1025000.0,Southern Metropolitan,17.9
3,875000.0,Southern Metropolitan,17.9
3,1115000.0,Southern Metropolitan,17.9
3,910000.0,Southern Metropolitan,17.9
4,957000.0,Southern Metropolitan,17.9
3,966000.0,Southern Metropolitan,17.9
3,983000.0,Southern Metropolitan,17.9
3,965000.0,South-Eastern Metropolitan,17.5
4,3010000.0,Northern Metropolitan,3.6
2,1435000.0,Northern Metropolitan,3.6
3,1210000.0,Northern Metropolitan,6.7
2,434000.0,Northern Metropolitan,6.7
2,653000.0,Northern Metropolitan,6.7
3,625000.0,Northern Metropolitan,6.7
4,1050000.0,Northern Metropolitan,6.7
3,910000.0,Northern Metropolitan,2.0
3,433000.0,Northern Metropolitan,20.6
3,1475000.0,Northern Metropolitan,2.4
4,850000.0,Eastern Metropolitan,23.0
3,500000.0,South-Eastern Metropolitan,24.7
3,400000.0,South-Eastern Metropolitan,24.7
3,420000.0,Western Metropolitan,18.0
4,500000.0,Western Metropolitan,18.0
5,1015000.0,South-Eastern Metropolitan,22.2
5,2168000.0,Eastern Metropolitan,12.4
4,1146000.0,Eastern Metropolitan,14.3
5,1267500.0,Eastern Metropolitan,14.3
4,1255000.0,Eastern Metropolitan,14.3
3,918800.0,Eastern Metropolitan,16.1
3,938000.0,Eastern Metropolitan,16.1
3,521000.0,Northern Victoria,25.9
5,1901000.0,Eastern Metropolitan,8.9
4,1650000.0,Eastern Metropolitan,8.9
4,1687000.0,Eastern Metropolitan,8.9
3,600000.0,South-Eastern Metropolitan,27.0
4,1155000.0,South-Eastern Metropolitan,27.0
4,1280000.0,Eastern Metropolitan,18.0
3,590000.0,Eastern Metropolitan,18.0
4,870000.0,Eastern Metropolitan,18.0
2,590000.0,Southern Metropolitan,7.2
4,675000.0,Northern Metropolitan,19.6
4,544000.0,Northern Metropolitan,19.6
3,465000.0,Northern Metropolitan,19.6
2,521000.0,Western Metropolitan,7.5
2,645000.0,Western Metropolitan,7.5
4,1160000.0,Western Metropolitan,7.5
3,955000.0,Western Metropolitan,7.5
1,260000.0,Western Metropolitan,8.2
2,400000.0,Northern Metropolitan,5.7
3,1371000.0,Northern Metropolitan,3.6
2,1054000.0,Northern Metropolitan,3.6
2,950000.0,Northern Metropolitan,3.4
2,918000.0,Northern Metropolitan,3.4
2,730000.0,Northern Metropolitan,3.4
3,855000.0,Eastern Metropolitan,15.4
3,762500.0,Eastern Metropolitan,15.4
3,420000.0,Western Metropolitan,12.9
3,1330000.0,Southern Metropolitan,10.1
2,600000.0,Southern Metropolitan,10.1
2,695000.0,Southern Metropolitan,10.1
2,659000.0,Southern Metropolitan,10.1
2,402000.0,Southern Metropolitan,10.1
3,1660000.0,Southern Metropolitan,7.3
6,2250000.0,Southern Metropolitan,7.3
3,1162000.0,Southern Metropolitan,7.3
4,2100000.0,Southern Metropolitan,7.3
4,2020000.0,Southern Metropolitan,7.3
2,845000.0,Southern Metropolitan,7.3
3,1510000.0,Southern Metropolitan,7.3
4,1502000.0,Eastern Metropolitan,16.7
5,1610000.0,Eastern Metropolitan,16.7
4,1410000.0,Eastern Metropolitan,16.7
3,1125000.0,Eastern Metropolitan,16.7
4,1130000.0,Eastern Metropolitan,16.7
4,936000.0,Eastern Metropolitan,16.7
4,715000.0,Eastern Metropolitan,16.7
4,1500000.0,Eastern Metropolitan,16.7
3,691000.0,Northern Metropolitan,11.2
3,500000.0,Northern Metropolitan,11.2
3,485000.0,Northern Metropolitan,11.2
2,402000.0,Northern Metropolitan,11.2
3,541000.0,Northern Metropolitan,11.2
3,545000.0,Northern Metropolitan,11.2
2,505000.0,Northern Metropolitan,16.1
2,487000.0,Northern Metropolitan,11.2
4,700000.0,Northern Metropolitan,11.2
4,600500.0,Northern Metropolitan,11.2
4,3200000.0,Southern Metropolitan,13.8
4,1250000.0,Southern Metropolitan,13.8
4,2420000.0,Southern Metropolitan,13.8
4,2000000.0,Southern Metropolitan,13.8
4,2880000.0,Southern Metropolitan,13.8
5,1805000.0,Southern Metropolitan,13.8
2,500000.0,Southern Metropolitan,5.3
1,335000.0,Southern Metropolitan,5.3
2,440000.0,Southern Metropolitan,5.3
3,1000000.0,Southern Metropolitan,5.3
4,2610000.0,Southern Metropolitan,5.3
2,680000.0,Southern Metropolitan,5.3
3,1741000.0,Southern Metropolitan,5.3
3,2325000.0,Southern Metropolitan,5.3
4,3100000.0,Southern Metropolitan,6.2
2,555000.0,Southern Metropolitan,6.2
2,887000.0,Southern Metropolitan,6.2
3,1700000.0,Southern Metropolitan,6.2
3,865000.0,Eastern Metropolitan,21.3
3,1705000.0,Eastern Metropolitan,8.9
4,758500.0,Eastern Metropolitan,8.8
4,1000000.0,Southern Metropolitan,16.0
3,1086000.0,Southern Metropolitan,16.0
5,1710000.0,Southern Metropolitan,16.0
2,340000.0,Western Metropolitan,18.4
2,623000.0,Southern Metropolitan,12.3
4,2120000.0,Southern Metropolitan,12.3
2,1020000.0,Eastern Metropolitan,7.8
3,1796000.0,Eastern Metropolitan,7.8
2,790000.0,Eastern Metropolitan,7.8
3,1465000.0,Eastern Metropolitan,7.8
4,570000.0,Western Metropolitan,14.0
4,655000.0,Western Metropolitan,15.5
3,583000.0,Western Metropolitan,11.7
4,920000.0,Western Metropolitan,11.7
2,380000.0,Western Metropolitan,10.4
3,1165000.0,Northern Metropolitan,3.4
5,1710000.0,Northern Metropolitan,3.4
3,1875000.0,Southern Metropolitan,5.4
5,2850000.0,Southern Metropolitan,5.4
5,2110000.0,Southern Metropolitan,5.4
4,2550000.0,Southern Metropolitan,5.4
3,1878000.0,Southern Metropolitan,5.4
3,1200000.0,Southern Metropolitan,5.4
3,1250000.0,Southern Metropolitan,7.3
4,1072000.0,South-Eastern Metropolitan,25.2
5,640000.0,Eastern Metropolitan,26.0
2,369000.0,Northern Metropolitan,16.3
3,487000.0,Northern Metropolitan,16.3
4,760000.0,Northern Metropolitan,12.7
3,916000.0,Northern Metropolitan,12.7
3,830000.0,Northern Metropolitan,12.7
3,600000.0,Northern Metropolitan,12.7
2,440000.0,Western Metropolitan,6.4
4,1048000.0,Western Metropolitan,6.4
5,1810000.0,Southern Metropolitan,8.4
3,922000.0,Southern Metropolitan,8.4
1,260000.0,Western Metropolitan,4.3
2,410000.0,Western Metropolitan,4.3
5,930000.0,Western Metropolitan,4.3
3,920000.0,Western Metropolitan,4.3
3,1320000.0,Western Metropolitan,4.3
5,1150000.0,Western Metropolitan,4.3
3,680000.0,Western Metropolitan,4.3
1,386000.0,Northern Metropolitan,0.0
1,659000.0,Northern Metropolitan,0.0
2,1050000.0,Northern Metropolitan,0.0
3,1300000.0,South-Eastern Metropolitan,20.0
2,740000.0,South-Eastern Metropolitan,20.0
4,460000.0,Northern Metropolitan,25.9
3,565000.0,Northern Metropolitan,17.9
3,550000.0,Northern Metropolitan,17.9
4,492500.0,Northern Metropolitan,17.9
3,862000.0,Eastern Metropolitan,17.2
4,1575000.0,Eastern Metropolitan,17.2
3,950000.0,Eastern Metropolitan,17.2
4,995000.0,Eastern Metropolitan,17.2
3,810000.0,Eastern Metropolitan,17.2
2,768000.0,Eastern Metropolitan,10.2
3,660000.0,Eastern Metropolitan,16.2
4,1530000.0,Western Metropolitan,6.2
4,1350000.0,Western Metropolitan,6.2
3,832000.0,Western Metropolitan,6.2
2,420000.0,Western Metropolitan,6.2
4,2400000.0,Western Metropolitan,6.2
3,565000.0,Western Metropolitan,6.2
2,550000.0,Western Metropolitan,6.2
4,1211000.0,Western Metropolitan,6.2
3,987000.0,Southern Metropolitan,14.3
3,937000.0,Southern Metropolitan,14.3
4,1426000.0,Southern Metropolitan,14.3
3,980000.0,Eastern Metropolitan,14.2
5,1710000.0,Eastern Metropolitan,14.2
3,797000.0,South-Eastern Metropolitan,18.8
3,736000.0,South-Eastern Metropolitan,18.8
3,728000.0,South-Eastern Metropolitan,18.8
4,946000.0,South-Eastern Metropolitan,18.8
4,854000.0,South-Eastern Metropolitan,18.8
4,950000.0,South-Eastern Metropolitan,18.8
4,860000.0,Western Metropolitan,6.2
5,1220000.0,Western Metropolitan,6.2
3,930000.0,Western Metropolitan,6.2
2,617500.0,Western Metropolitan,10.4
3,520000.0,South-Eastern Metropolitan,22.7
4,1330000.0,Northern Metropolitan,1.8
3,1255000.0,Northern Metropolitan,5.3
2,601000.0,Northern Metropolitan,5.3
2,1020000.0,Northern Metropolitan,5.3
2,460000.0,Northern Metropolitan,5.3
1,435000.0,Northern Metropolitan,5.3
2,790000.0,Northern Metropolitan,5.3
3,990000.0,Northern Metropolitan,5.3
2,605000.0,Northern Metropolitan,5.3
2,600000.0,Eastern Metropolitan,15.4
3,1015000.0,Eastern Metropolitan,15.4
3,820000.0,Eastern Metropolitan,15.4
3,358500.0,Northern Metropolitan,11.2
4,690000.0,Northern Metropolitan,11.2
4,881500.0,South-Eastern Metropolitan,15.5
3,1770000.0,Southern Metropolitan,11.4
2,435000.0,Southern Metropolitan,11.4
5,1836000.0,Southern Metropolitan,11.4
3,1250000.0,Southern Metropolitan,11.4
2,540000.0,South-Eastern Metropolitan,21.5
5,1215000.0,South-Eastern Metropolitan,21.5
3,1050000.0,South-Eastern Metropolitan,21.5
3,1000000.0,South-Eastern Metropolitan,21.5
3,1290800.0,South-Eastern Metropolitan,21.5
4,730000.0,Northern Metropolitan,8.5
3,775000.0,Northern Metropolitan,8.5
2,655000.0,Southern Metropolitan,3.5
2,1016500.0,Southern Metropolitan,3.5
2,1350000.0,Southern Metropolitan,3.5
3,1082000.0,Southern Metropolitan,3.5
3,1560000.0,Southern Metropolitan,3.5
2,1035000.0,Southern Metropolitan,3.5
2,1070000.0,Southern Metropolitan,3.5
2,1090000.0,Southern Metropolitan,4.6
3,1358000.0,Southern Metropolitan,4.6
2,585000.0,Southern Metropolitan,4.6
3,962000.0,Northern Metropolitan,8.4
4,1260000.0,Northern Metropolitan,8.4
4,810000.0,Northern Metropolitan,8.4
3,843000.0,Northern Metropolitan,8.4
2,600000.0,Northern Metropolitan,8.4
3,650000.0,Northern Metropolitan,12.0
2,416000.0,Northern Metropolitan,12.0
3,610000.0,Northern Metropolitan,12.0
3,890000.0,Northern Metropolitan,12.0
3,301000.0,Northern Metropolitan,12.0
3,865000.0,Northern Metropolitan,12.0
4,775000.0,Northern Metropolitan,12.0
2,436000.0,Northern Metropolitan,12.0
3,695000.0,Northern Metropolitan,12.0
4,650000.0,Northern Metropolitan,12.0
2,432000.0,Northern Metropolitan,12.0
3,650000.0,Northern Metropolitan,12.0
3,846000.0,Northern Metropolitan,12.0
1,439000.0,Northern Metropolitan,2.4
2,695000.0,Northern Metropolitan,2.4
2,512000.0,Northern Metropolitan,2.4
2,855000.0,Northern Metropolitan,2.4
2,1040000.0,Northern Metropolitan,2.4
1,342000.0,Northern Metropolitan,2.4
1,681000.0,Northern Metropolitan,2.4
2,530000.0,Eastern Metropolitan,19.9
3,1405000.0,Eastern Metropolitan,19.9
3,725000.0,Eastern Metropolitan,19.9
4,1295000.0,Eastern Metropolitan,19.9
3,855500.0,Eastern Metropolitan,19.9
3,1155000.0,Eastern Metropolitan,8.9
3,915000.0,Eastern Metropolitan,8.9
2,531000.0,Eastern Metropolitan,8.9
4,440000.0,Northern Metropolitan,20.6
3,1310000.0,Southern Metropolitan,15.2
3,1020000.0,Southern Metropolitan,15.2
5,3750000.0,Southern Metropolitan,15.2
4,3450000.0,Southern Metropolitan,15.2
3,862000.0,Southern Metropolitan,1.9
4,560000.0,Northern Metropolitan,20.5
2,550000.0,Northern Metropolitan,20.5
3,1630000.0,Southern Metropolitan,2.7
2,485000.0,Southern Metropolitan,0.7
3,1080000.0,Western Metropolitan,6.2
5,1023000.0,South-Eastern Metropolitan,20.8
3,695000.0,South-Eastern Metropolitan,22.2
3,378000.0,Western Metropolitan,14.0
3,490000.0,Western Metropolitan,14.0
3,620000.0,Western Metropolitan,14.0
4,925000.0,Eastern Metropolitan,16.1
1,395000.0,Southern Metropolitan,5.0
2,560000.0,Southern Metropolitan,5.0
3,2027500.0,Southern Metropolitan,5.0
2,520000.0,Southern Metropolitan,5.0
3,2720000.0,Southern Metropolitan,5.0
2,542500.0,Southern Metropolitan,5.0
3,1330000.0,Western Metropolitan,8.2
4,1030000.0,Western Metropolitan,8.2
3,1200000.0,Western Metropolitan,8.2
4,1260000.0,Western Metropolitan,8.2
3,702000.0,Western Metropolitan,10.5
3,580000.0,Western Metropolitan,10.5
3,345000.0,Western Metropolitan,10.5
3,470000.0,Western Metropolitan,10.5
4,1300000.0,Southern Metropolitan,10.2
3,1864000.0,Southern Metropolitan,10.2
3,2200000.0,Southern Metropolitan,10.2
4,612000.0,Western Metropolitan,18.0
4,406000.0,Western Metropolitan,18.0
4,521000.0,Western Metropolitan,15.5
3,420000.0,Western Metropolitan,15.5
4,1660000.0,Eastern Metropolitan,15.5
4,1170000.0,Eastern Metropolitan,15.5
5,950000.0,Eastern Metropolitan,12.4
4,1421000.0,Eastern Metropolitan,12.4
1,260000.0,Northern Metropolitan,7.0
2,505000.0,Northern Metropolitan,7.0
3,1010000.0,Northern Metropolitan,7.0
4,4000000.0,Southern Metropolitan,4.1
3,1635000.0,Southern Metropolitan,4.1
3,1560000.0,Southern Metropolitan,4.1
3,2400000.0,Southern Metropolitan,4.1
1,345000.0,Southern Metropolitan,4.1
2,775000.0,Southern Metropolitan,4.1
3,2650000.0,Southern Metropolitan,4.1
4,468000.0,Western Metropolitan,18.4
4,536100.0,Western Metropolitan,18.4
3,740000.0,Western Metropolitan,12.9
3,335000.0,Western Metropolitan,12.9
5,2200000.0,Eastern Metropolitan,17.2
5,606000.0,Eastern Metropolitan,17.2
4,1421000.0,Eastern Metropolitan,17.2
3,740000.0,Northern Metropolitan,14.5
2,620000.0,Western Metropolitan,6.4
2,415000.0,Western Metropolitan,6.4
3,723000.0,Western Metropolitan,6.4
4,530000.0,Western Metropolitan,6.4
4,2230000.0,Western Metropolitan,6.8
1,285000.0,Western Metropolitan,6.8
3,1370000.0,Southern Metropolitan,4.6
2,655000.0,Southern Metropolitan,4.6
3,273000.0,Western Metropolitan,27.2
4,1785000.0,Western Metropolitan,6.3
2,330000.0,Western Metropolitan,6.3
2,760000.0,Northern Metropolitan,3.0
1,481000.0,Northern Metropolitan,3.0
3,845000.0,Western Metropolitan,7.5
4,3900000.0,Western Metropolitan,7.5
3,805000.0,Western Metropolitan,10.4
3,760000.0,Western Metropolitan,10.4
2,1810000.0,Southern Metropolitan,3.0
3,2615000.0,Southern Metropolitan,3.0
5,2100000.0,Southern Metropolitan,3.0
3,1300000.0,Southern Metropolitan,3.0
3,720000.0,Western Metropolitan,10.5
3,605000.0,Western Metropolitan,11.0
4,561000.0,Western Metropolitan,15.5
3,700000.0,Western Metropolitan,9.4
2,551000.0,Western Metropolitan,9.4
3,685000.0,Western Metropolitan,9.4
1,400000.0,Southern Metropolitan,6.3
2,1780000.0,Southern Metropolitan,6.3
2,592500.0,Southern Metropolitan,6.3
3,960000.0,Western Metropolitan,4.3
4,890000.0,Western Metropolitan,4.3
2,965000.0,Western Metropolitan,4.3
3,1710000.0,Southern Metropolitan,10.2
3,1655000.0,Southern Metropolitan,10.2
4,1100000.0,Southern Metropolitan,10.2
2,675000.0,Southern Metropolitan,10.2
4,950000.0,Western Metropolitan,9.5
4,1200000.0,Western Metropolitan,9.5
4,1600000.0,Western Metropolitan,9.5
5,2950000.0,Southern Metropolitan,7.9
3,905000.0,Southern Metropolitan,7.9
4,1750000.0,Southern Metropolitan,7.9
2,760000.0,Southern Metropolitan,7.9
2,550000.0,Southern Metropolitan,7.9
4,3180000.0,Southern Metropolitan,7.9
3,1367000.0,Southern Metropolitan,7.9
3,788000.0,Southern Metropolitan,7.9
5,3600000.0,Southern Metropolitan,7.9
5,2550000.0,Southern Metropolitan,7.9
3,1050000.0,Southern Metropolitan,7.9
4,1702000.0,Southern Metropolitan,9.7
4,1800000.0,Southern Metropolitan,9.7
4,3300000.0,Southern Metropolitan,9.7
4,2910000.0,Southern Metropolitan,9.7
2,1400000.0,Southern Metropolitan,9.7
2,860000.0,Southern Metropolitan,9.7
5,850000.0,Eastern Metropolitan,23.2
4,792500.0,Eastern Metropolitan,23.2
4,720000.0,Eastern Metropolitan,23.2
3,770000.0,Southern Metropolitan,11.4
2,855000.0,Southern Metropolitan,11.4
3,1100000.0,Southern Metropolitan,11.4
2,650000.0,Southern Metropolitan,11.4
4,1815000.0,Southern Metropolitan,11.4
4,2255000.0,Southern Metropolitan,11.4
4,1185000.0,Southern Metropolitan,13.8
4,1060000.0,Southern Metropolitan,13.8
2,716000.0,Southern Metropolitan,13.8
3,1302500.0,Southern Metropolitan,13.8
3,1550000.0,Southern Metropolitan,13.8
3,1279000.0,Southern Metropolitan,13.8
3,840000.0,Southern Metropolitan,13.8
3,1110000.0,Southern Metropolitan,13.8
4,1150000.0,Southern Metropolitan,13.8
3,1106000.0,Southern Metropolitan,13.8
3,940000.0,Southern Metropolitan,17.3
3,1730000.0,Southern Metropolitan,17.3
4,1630000.0,Southern Metropolitan,17.3
2,620000.0,Eastern Metropolitan,13.4
3,840000.0,Eastern Metropolitan,13.4
3,1055000.0,Eastern Metropolitan,13.4
3,870000.0,Eastern Metropolitan,13.4
2,1259000.0,Eastern Metropolitan,13.4
3,1300000.0,Eastern Metropolitan,13.4
4,1525000.0,Eastern Metropolitan,13.4
3,1051500.0,Eastern Metropolitan,13.4
3,592000.0,South-Eastern Metropolitan,27.0
3,1715000.0,Eastern Metropolitan,10.9
3,1200000.0,Eastern Metropolitan,10.9
3,1760000.0,Eastern Metropolitan,10.9
3,570500.0,Western Metropolitan,8.6
3,575000.0,Western Metropolitan,8.6
4,882000.0,Western Metropolitan,8.6
3,2050000.0,Southern Metropolitan,10.5
4,3180000.0,Southern Metropolitan,10.5
2,960000.0,Southern Metropolitan,10.5
2,752000.0,Southern Metropolitan,10.5
2,833000.0,Southern Metropolitan,10.5
4,3320000.0,Southern Metropolitan,10.5
4,2800000.0,Southern Metropolitan,10.5
1,1775000.0,Southern Metropolitan,10.5
3,1602000.0,Southern Metropolitan,10.5
5,2500000.0,Southern Metropolitan,10.3
4,1700000.0,Southern Metropolitan,10.3
3,1405000.0,Southern Metropolitan,10.3
3,1290000.0,Southern Metropolitan,10.3
5,3207000.0,Southern Metropolitan,10.3
3,551000.0,Northern Metropolitan,14.0
5,471000.0,Northern Metropolitan,14.0
4,520000.0,Northern Metropolitan,14.0
2,485000.0,Western Metropolitan,6.4
2,620000.0,Northern Metropolitan,5.2
2,605000.0,Northern Metropolitan,5.2
3,880000.0,Northern Metropolitan,5.2
3,1222500.0,Northern Metropolitan,5.2
4,1280000.0,Northern Metropolitan,4.0
2,656000.0,Northern Metropolitan,4.0
3,1195000.0,Northern Metropolitan,5.2
3,793000.0,Northern Metropolitan,5.2
2,400000.0,Northern Metropolitan,5.2
3,905000.0,Eastern Metropolitan,10.8
3,1400000.0,Eastern Metropolitan,10.8
4,1550000.0,Eastern Metropolitan,10.8
4,1085000.0,Eastern Metropolitan,10.8
4,1300000.0,Eastern Metropolitan,10.8
3,1240000.0,Eastern Metropolitan,10.8
3,705000.0,Northern Metropolitan,12.1
3,605000.0,Northern Metropolitan,12.1
3,665000.0,Northern Metropolitan,12.1
4,657500.0,Northern Metropolitan,12.1
4,642000.0,Northern Metropolitan,12.1
3,620000.0,Northern Metropolitan,12.1
3,709000.0,Northern Metropolitan,12.1
3,602000.0,Northern Metropolitan,12.1
2,1231010.0,Northern Metropolitan,2.4
3,1342000.0,Southern Metropolitan,10.4
4,1381000.0,Southern Metropolitan,10.4
4,1782800.0,Southern Metropolitan,10.4
4,1360000.0,Eastern Metropolitan,14.7
4,2090000.0,Southern Metropolitan,7.7
3,1250000.0,Southern Metropolitan,7.7
3,3775000.0,Southern Metropolitan,7.7
5,2930000.0,Southern Metropolitan,8.4
4,2950000.0,Southern Metropolitan,8.4
2,795000.0,Northern Metropolitan,1.6
2,800000.0,Northern Metropolitan,3.5
2,1301000.0,Northern Metropolitan,3.5
2,930000.0,Southern Metropolitan,10.1
4,618000.0,Western Metropolitan,14.8
4,545000.0,Western Metropolitan,14.8
2,620000.0,Southern Metropolitan,8.4
1,290000.0,Southern Metropolitan,7.8
2,608000.0,Southern Metropolitan,7.8
4,1030000.0,Southern Metropolitan,8.7
4,1015000.0,Southern Metropolitan,11.7
3,930000.0,Southern Metropolitan,11.7
3,805000.0,South-Eastern Metropolitan,27.0
4,902500.0,South-Eastern Metropolitan,27.0
3,691000.0,South-Eastern Metropolitan,27.0
3,650000.0,Southern Metropolitan,17.9
3,1060000.0,Southern Metropolitan,17.9
3,971000.0,Southern Metropolitan,17.9
3,745000.0,Southern Metropolitan,17.9
